#  ID	"RA	"	DEC	MAG_F160W	MAGERR_F160W	FWHM	STELLARITY	ELLIPTICITY	THETA	Z_BPZ	ZMIN_BPZ	ZMAX_BPZ	ODDS_BPZ	CHISQ2_BPZ	STAR	WEIGHT	NRS_F110W	NRS_F140X	NRS_CLEAR	REFERENCE
2583	53.16574223	-27.80337519	27.58	0.079	19.36	0	0.317	-43	5.658	5.33	5.97	0.988	0.371	0	300	27.433	27.402	27.58	FALSE
615	53.15839939	-27.81899646	24.087	0.06	2.84	0.7	0.025	86	5.651	5.36	5.93	0.996	5.969	1	300	24.614	-99	24.087	TRUE
3613	53.14294154	-27.79821165	27.316	0.258	14.58	0	0.479	8.4	5.651	5.33	5.98	0.986	0.653	0	300	27.747	-99	27.316	FALSE
6093	53.15093966	-27.79386221	30.681	0.576	3.26	0.73	0.286	76.4	5.63	0.64	6.28	0.698	0.363	0	300	30.137	30.707	30.681	TRUE
635	53.16270546	-27.81896833	28.009	0.457	11.09	0	0.294	-68.4	5.625	5.28	5.96	0.982	0.22	0	300	27.737	-99	28.009	FALSE
8339	53.16024453	-27.7667483	28.86	0.261	8.01	0.02	0.251	47.9	5.62	0.49	6.38	0.483	0.316	0	300	28.64	28.405	28.86	FALSE
9014	53.16770732	-27.77076179	29.493	0.189	8.42	0.04	0.222	45.8	5.61	5.1	6.02	0.919	0.925	0	300	29.356	29.844	29.493	FALSE
5296	53.16203786	-27.79050578	28.556	0.225	10.32	0	0.21	74.7	5.61	5.12	6.24	0.844	1.287	0	300	28.27	28.539	28.556	FALSE
3352	53.15236091	-27.79958882	29.388	0.275	6.6	0.74	0.213	-76.9	5.6	0.52	6.25	0.585	0.309	0	300	29.536	29.97	29.388	TRUE
8424	53.18068591	-27.7764922	28.65	0.117	11.57	0	0.094	57.7	5.6	0.81	6.53	0.679	1.445	0	300	28.855	28.937	28.65	FALSE
2766	53.14623401	-27.80253365	27.992	0.35	11.41	0	0.401	-80.2	5.6	0.87	5.95	0.847	0.612	0	300	28.517	-99	27.992	FALSE
1596	53.15176391	-27.80948545	27.694	0.362	20.4	0	0.511	23.1	5.597	5.25	5.92	0.982	0.409	0	300	27.83	-99	27.694	FALSE
10101	53.18123196	-27.78147671	28.977	0.323	5.29	0.74	0.188	-0.2	5.59	0.58	6.11	0.71	0.497	0	300	28.965	29.15	28.977	TRUE
10460	53.17955979	-27.78600049	28.984	0.081	18.75	0	0.371	-29.4	5.59	5.09	5.98	0.927	6.967	0	300	28.709	29.046	28.984	FALSE
514	53.17530756	-27.81989068	22.46	0.039	2.9	0.91	0.103	47.1	5.581	5.3	5.85	0.996	6.324	1	300	22.741	-99	22.46	TRUE
10420	53.1466559	-27.78613037	26.423	0.021	16.38	0	0.39	-42.4	5.581	5.29	5.86	0.995	1.162	0	300	26.535	26.479	26.423	FALSE
6542	53.15875207	-27.75926778	28.424	0.136	10.12	0	0.128	-39.1	5.577	5.2	5.95	0.965	0.386	0	300	28.419	28.602	28.424	FALSE
8622	53.17006344	-27.77503706	28.329	0.175	14.51	0	0.312	14.1	5.57	5	5.97	0.907	0.436	0	300	28.607	28.248	28.329	FALSE
1592	53.15186342	-27.80950764	26.979	0.187	17.53	0	0.437	24.1	5.57	5.26	5.87	0.992	1.492	0	300	26.78	-99	26.979	FALSE
33742	53.13590734	-27.79835734	26.013	0.105	28.26	0	0.698	44.7	5.557	5.27	5.84	0.995	1.167	0	300	25.937	-99	26.013	FALSE
5247	53.1390028	-27.79031887	28.47	0.07	18.14	0	0.335	-7.3	5.554	5.19	5.9	0.972	0.056	0	300	28.54	28.515	28.47	FALSE
3659	53.14284555	-27.79785337	26.649	0.153	18.9	0	0.45	-89.3	5.551	5.24	5.85	0.991	0.324	0	300	27.128	-99	26.649	FALSE
9031	53.17652803	-27.77103582	27.604	0.058	20.52	0	0.355	55.5	5.546	5.23	5.84	0.99	0.253	0	300	27.575	27.555	27.604	FALSE
4481	53.19814302	-27.78647173	28.681	0.512	5.49	0.01	0.188	58.5	5.54	0.72	5.9	0.649	0.824	0	300	99	-99	28.681	FALSE
6881	53.15686331	-27.75986672	29.513	0.454	7.68	0	0.338	-36.4	5.54	5.07	5.93	0.935	0.74	0	300	28.696	28.67	29.513	FALSE
5266	53.17693547	-27.79037121	28.993	0.217	10.69	0	0.337	-77.6	5.536	5.03	6.08	0.871	0.494	0	300	28.77	28.799	28.993	FALSE
9708	53.168119	-27.77763806	29.28	0.193	19.27	0	0.338	63.5	5.53	0.9	5.91	0.876	1.316	0	300	28.86	28.852	29.28	FALSE
3266	53.15997452	-27.79966404	26.467	0.024	19.88	0	0.165	-22.4	5.53	1.37	5.81	0.962	1.748	0	300	26.584	26.535	26.467	FALSE
9386	53.16340061	-27.77450515	28.349	0.138	9.83	0	0.066	87.7	5.527	5.17	5.86	0.976	0.642	0	300	28.237	28.324	28.349	FALSE
3452	53.14397324	-27.79865595	26.561	0.134	23.89	0	0.425	-65.4	5.518	5.22	5.81	0.993	0.601	0	300	26.62	-99	26.561	FALSE
10564	53.12714325	-27.78892434	28.167	0.352	9.76	0	0.294	-29.6	5.5	0.98	5.83	0.941	0.39	0	30.25	29.05	-99	28.167	FALSE
4696	53.1690232	-27.78761749	27.865	0.07	11.95	0	0.08	0.7	5.497	5.17	5.81	0.986	1.246	0	30.217009	27.884	27.876	27.865	FALSE
6173	53.1640496	-27.79421855	28.375	0.133	12.95	0	0.085	-16.2	5.491	5.13	5.83	0.975	0.151	0	30.151081	28.275	28.333	28.375	FALSE
1802	53.1520261	-27.80821563	27.656	0.275	13.45	0	0.303	23.6	5.49	0.84	5.66	0.538	0.114	0	30.1401	28.169	-99	27.656	FALSE
9218	53.15442202	-27.77325378	30.119	0.205	5.52	0.02	0.302	-27.8	5.475	5.09	5.83	0.966	2.29	0	29.975625	30.262	30.541	30.119	FALSE
7897	53.16404124	-27.76447892	27.971	0.08	12.87	0	0.177	-50.8	5.466	5.1	5.81	0.973	0.882	0	29.877156	27.962	28.239	27.971	FALSE
6158	53.16709236	-27.79416771	28.091	0.087	9.34	0.01	0.165	-79.4	5.463	5.12	5.8	0.978	0.859	0	29.844369	28.16	28.139	28.091	FALSE
8584	53.15214212	-27.76810511	29.786	0.181	8.93	0	0.395	-56.5	5.45	0.49	5.88	0.631	0.719	0	29.7025	30.242	30.016	29.786	FALSE
3920	53.14572504	-27.79680271	29.395	0.202	7.48	0	0.231	-74.9	5.45	4.9	5.8	0.929	1.518	0	29.7025	29.115	29.48	29.395	FALSE
23960	53.17077628	-27.76222703	25.447	0.049	12.8	0.02	0.395	-0.6	5.433	5.15	5.7	0.995	1.375	0	29.517489	25.696	-99	25.447	FALSE
5882	53.14717626	-27.79308154	27.993	0.07	10.26	0	0.038	-50.9	5.428	5.1	5.75	0.984	1.128	0	29.463184	27.919	28.051	27.993	FALSE
3910	53.14572856	-27.79667817	27.616	0.075	14.37	0	0.338	75.6	5.427	5.11	5.73	0.988	0.667	0	29.452329	27.776	27.641	27.616	FALSE
10059	53.14812415	-27.78142944	28.936	0.15	12.73	0	0.418	-51.3	5.42	4.87	5.81	0.899	1.15	0	29.3764	29.043	29.446	28.936	FALSE
3929	53.15624048	-27.7967588	28.541	0.139	13.46	0	0.135	31.4	5.42	0.41	5.83	0.678	0.766	0	29.3764	28.617	28.541	28.541	FALSE
7559	53.16114481	-27.76260253	29.839	0.504	5.6	0.14	0.238	-31.7	5.41	0.53	5.94	0.688	0.62	0	29.2681	29.107	29.845	29.839	FALSE
10492	53.19794644	-27.7873315	27.591	0.214	5.25	0.07	0.111	13.8	5.4	0.75	5.54	0.593	0.85	0	29.16	27.922	-99	27.591	FALSE
24041	53.17022566	-27.762887	25.86	0.04	4.22	0.03	0.127	-12.9	5.392	5.11	5.66	0.996	0.886	0	29.073664	26.149	-99	25.86	FALSE
4449	53.14813734	-27.78632694	28.91	0.242	5.75	0.01	0.145	-1.9	5.39	1.22	5.87	0.827	0.159	0	29.0521	28.771	28.745	28.91	FALSE
3619	53.15827856	-27.79818397	28.834	0.325	11.45	0	0.252	-58.2	5.38	0.39	5.84	0.62	1.195	0	28.9444	28.841	29.502	28.834	FALSE
8346	53.17010542	-27.77697139	29.402	0.216	7.14	0	0.08	71.6	5.375	4.92	5.79	0.921	1.39	0	28.890625	29.098	29.414	29.402	FALSE
2846	53.15830642	-27.80222735	30.362	0.632	4	0.71	0.152	45	5.37	0.47	5.91	0.595	0.263	0	28.8369	29.955	30.253	30.362	TRUE
803	53.15169711	-27.81744567	28.777	0.547	8.55	0	0.161	-9.8	5.37	0.58	5.67	0.627	1.092	0	28.8369	28.953	-99	28.777	FALSE
8271	53.17827399	-27.77720333	29.125	0.15	8.08	0	0.085	39	5.36	4.99	5.72	0.967	0.881	0	28.7296	28.953	29.234	29.125	FALSE
734	53.15803733	-27.81794035	26.912	0.159	10.43	0.01	0.357	-8.8	5.352	5.06	5.63	0.993	1.307	0	28.643904	26.731	-99	26.912	FALSE
20678	53.1548638	-27.81143059	26.707	0.13	5.3	0.02	0.141	-68.6	5.35	5.06	5.63	0.994	0.269	0	28.6225	26.848	-99	26.707	FALSE
9810	53.16438838	-27.77845462	28.734	0.231	10.47	0	0.251	-62.5	5.35	0.23	5.71	0.713	1.979	0	28.6225	28.327	28.91	28.734	FALSE
3809	53.14673642	-27.79730873	28.515	0.109	7.21	0.09	0.064	26.4	5.342	5	5.68	0.976	0.944	0	28.536964	28.513	28.716	28.515	FALSE
4581	53.16162904	-27.78696974	29.063	0.091	10.14	0	0.179	27.3	5.34	4.74	5.73	0.91	0.729	0	28.5156	29.391	29.265	29.063	FALSE
4825	53.17847404	-27.7882223	26.493	0.024	20.09	0	0.147	15.6	5.338	5.05	5.61	0.994	0.597	0	28.494244	26.661	26.564	26.493	FALSE
3788	53.12426724	-27.79736978	27.697	0.228	6.57	0.01	0.17	84.7	5.33	0.8	5.63	0.933	0.349	0	28.4089	28.035	-99	27.697	FALSE
7188	53.15103794	-27.78286627	26.729	0.027	5.85	0.03	0.228	-37.4	5.326	5.04	5.6	0.994	0.501	0	28.366276	26.62	26.699	26.729	FALSE
1844	53.16215784	-27.80797037	28.092	0.136	15.01	0	0.58	-20.2	5.325	4.97	5.67	0.971	1.183	0	28.355625	27.962	28.308	28.092	FALSE
24021	53.17024176	-27.76283368	25.315	0.028	6.06	0.03	0.233	-1.5	5.323	5.05	5.59	0.996	1.432	0	28.334329	25.41	-99	25.315	FALSE
10308	53.17035143	-27.78444126	29.485	0.242	14.82	0	0.558	-34.3	5.32	4.77	5.67	0.912	1.059	0	28.3024	28.859	28.977	29.485	FALSE
7796	53.15781594	-27.76384633	29.447	0.143	15.49	0	0.486	-49.4	5.32	0.5	5.7	0.842	1.651	0	28.3024	29.32	29.51	29.447	FALSE
3817	53.16218463	-27.79727708	29.137	0.233	12.12	0	0.16	-5.6	5.32	0.48	5.74	0.792	0.214	0	28.3024	29.056	28.868	29.137	FALSE
21935	53.15849732	-27.79585943	26.729	0.013	7.36	0.03	0.335	64.9	5.318	5.04	5.58	0.996	10.572	0	28.281124	26.188	26.361	26.729	FALSE
8042	53.16756438	-27.76541621	27.696	0.058	12.17	0	0.202	-43.8	5.317	5.01	5.61	0.989	1.126	0	28.270489	27.782	27.898	27.696	FALSE
8702	53.16270504	-27.76940204	29.146	0.283	6.79	0.56	0.184	-30.7	5.31	4.51	5.73	0.809	0.366	0	28.1961	29.194	29.563	29.146	FALSE
3318	53.14506435	-27.79978878	28.237	0.5	3.87	0.36	0.218	1	5.31	0.57	5.69	0.609	0.762	0	28.1961	28.61	-99	28.237	FALSE
4593	53.15760198	-27.78702489	29.516	0.33	6.56	0.32	0.349	-20.5	5.3	0.55	5.78	0.638	1.726	0	28.09	29.535	99	29.516	FALSE
9149	53.16131128	-27.77201346	29.692	0.29	5.64	0	0.292	27.7	5.3	0.46	5.69	0.424	1.768	0	28.09	29.602	99	29.692	FALSE
8044	53.15476454	-27.77831986	29.619	0.286	8.89	0	0.409	-84.2	5.29	0.91	5.83	0.741	1.296	0	27.9841	29.278	29.844	29.619	FALSE
8766	53.1647256	-27.76960368	26.641	0.033	32.51	0.02	0.627	42.2	5.288	4.99	5.57	0.991	0.991	0	27.962944	26.97	26.777	26.641	FALSE
5970	53.16188125	-27.76415664	29.217	0.271	7.37	0.02	0.457	7.7	5.28	0.36	5.9	0.385	0.233	0	27.8784	29.336	29.544	29.217	FALSE
22260	53.16609061	-27.78566754	26.761	0.025	6.76	0.02	0.198	-47	5.28	5	5.55	0.994	0.337	0	27.8784	26.974	26.837	26.761	FALSE
586	53.15252376	-27.81960812	28.305	0.618	9.79	0	0.514	-40.1	5.28	0.6	5.62	0.669	0.628	0	27.8784	27.946	-99	28.305	FALSE
23936	53.17088768	-27.76227226	26.411	0.092	6.2	0.02	0.078	21.9	5.279	5	5.55	0.995	0.693	0	27.867841	26.444	-99	26.411	FALSE
7620	53.16165457	-27.76310871	27.608	0.043	4.35	0.04	0.05	-84.2	5.274	4.98	5.56	0.992	1.869	0	27.815076	27.367	27.53	27.608	FALSE
9659	53.14190807	-27.77707781	28.418	0.19	10.42	0	0.342	-35.8	5.27	4.22	5.65	0.893	0.255	0	27.7729	28.318	28.365	28.418	FALSE
3759	53.14781042	-27.79752473	28.349	0.14	14.77	0	0.476	-56.9	5.267	4.87	5.63	0.951	0.333	0	27.741289	28.257	28.151	28.349	FALSE
5725	53.17897946	-27.79236133	27.773	0.361	15.94	0	0.165	-48.2	5.266	4.93	5.59	0.979	2.634	0	27.730756	28.191	-99	27.773	FALSE
8477	53.16687637	-27.76822464	28.953	0.143	16.82	0	0.336	-31.4	5.26	4.73	5.65	0.891	0.666	0	27.6676	28.967	29.116	28.953	FALSE
9803	53.17896964	-27.77847889	29.819	0.326	8.04	0.02	0.236	80.4	5.25	0.51	5.62	0.492	0.767	0	27.5625	29.773	30.209	29.819	FALSE
6819	53.16572065	-27.78485241	27.248	0.049	30.02	0	0.177	-40.3	5.244	4.93	5.54	0.987	0.601	0	27.499536	27.195	27.214	27.248	FALSE
1030	53.16481643	-27.8143657	21.667	0.003	2.8	0.93	0.066	-35.3	5.242	4.97	5.5	0.996	2.26	1	27.478564	21.984	-99	21.667	TRUE
9618	53.16989917	-27.7768725	27.651	0.049	5.25	0.02	0.067	-23.7	5.241	4.95	5.52	0.992	1.062	0	27.468081	27.427	27.48	27.651	FALSE
2202	53.15887592	-27.80570778	29.461	0.283	5.05	0.43	0.161	-18	5.24	4.76	5.58	0.94	1.219	0	27.4576	29.457	30.66	29.461	FALSE
6648	53.16054435	-27.78534218	29.877	0.339	5.35	0.01	0.321	-25	5.24	3.66	5.67	0.718	0.672	0	27.4576	29.422	29.527	29.877	FALSE
23336	53.1555361	-27.79466024	27.553	0.06	6.16	0.01	0.186	69.7	5.231	4.91	5.53	0.985	0.472	0	27.363361	27.446	27.49	27.553	FALSE
4814	53.14565175	-27.7882202	26.551	0.028	25.68	0	0.505	-58.4	5.226	4.94	5.5	0.993	1.213	0	27.311076	26.542	26.652	26.551	FALSE
9125	53.17223423	-27.77230852	29.628	0.297	6.94	0.01	0.419	-18	5.22	4.21	5.59	0.818	0.891	0	27.2484	29.419	29.678	29.628	FALSE
7093	53.174311	-27.78184853	29.472	0.307	10.74	0	0.322	89.6	5.2	0.45	5.61	0.546	0.316	0	27.04	29.214	29.293	29.472	FALSE
6893	53.15028946	-27.78438227	27.869	0.08	14.86	0	0.34	59.5	5.199	4.88	5.51	0.983	2.453	0	27.029601	27.733	27.889	27.869	FALSE
8325	53.15582619	-27.76664621	27.626	0.051	9.94	0.01	0.083	-48.5	5.193	4.9	5.48	0.99	1.26	0	26.967249	27.589	27.727	27.626	FALSE
5408	53.13677402	-27.79096762	29.556	0.559	8.29	0.02	0.176	53.5	5.19	0.34	5.69	0.473	0.717	0	26.9361	29.192	28.561	29.556	FALSE
3461	53.18459373	-27.79893426	28.581	0.374	7.37	0.01	0.247	39.8	5.19	4.74	5.5	0.949	0.108	0	26.9361	28.6	-99	28.581	FALSE
5921	53.17750252	-27.79321431	28.346	0.237	11.74	0.01	0.425	-59.3	5.19	0.36	5.52	0.53	0.568	0	26.9361	28.506	28.557	28.346	FALSE
9019	53.15335414	-27.77111183	29.073	0.222	7.44	0	0.211	-24.6	5.19	4.46	5.6	0.805	0.668	0	26.9361	29.085	29.462	29.073	FALSE
10470	53.14021043	-27.7870232	28.172	0.108	15.36	0	0.282	9.6	5.182	4.82	5.53	0.964	0.742	0	26.853124	28.267	28.4	28.172	FALSE
5651	53.17923844	-27.7921137	27.387	0.191	8.26	0.02	0.199	-70.2	5.18	4.86	5.48	0.986	0.137	0	26.8324	27.407	-99	27.387	FALSE
9980	53.16481547	-27.77931446	29.239	0.189	10.33	0	0.173	-77	5.18	4.35	5.55	0.799	0.329	0	26.8324	29.289	29.334	29.239	FALSE
3119	53.15621936	-27.80066406	29.115	0.197	10.85	0	0.076	-69.1	5.18	3.67	5.5	0.556	0.383	0	26.8324	29.138	29.335	29.115	FALSE
8234	53.15496983	-27.76635713	29.963	0.299	7.44	0	0.067	-76.8	5.17	4.53	5.58	0.84	0.495	0	26.7289	29.617	29.507	29.963	FALSE
2448	53.15735792	-27.80433372	29.273	0.206	7.04	0	0.27	-26.7	5.17	0.76	5.57	0.776	0.622	0	26.7289	29.338	29.124	29.273	FALSE
10600	53.13857927	-27.7902169	25.7	0.016	39.24	0.01	0.603	54.5	5.168	4.89	5.43	0.994	0.672	0	26.708224	25.65	25.673	25.7	FALSE
3710	53.17197078	-27.7979	29.054	0.346	4.91	0.72	0.144	16	5.16	0.33	5.59	0.377	0.364	0	26.6256	29.666	29.333	29.054	TRUE
849	53.17799105	-27.81693292	28.991	0.743	5.56	0.24	0.265	-85.4	5.16	0.54	5.55	0.674	0.39	0	26.6256	28.649	-99	28.991	FALSE
2086	53.15474758	-27.80644992	27.315	0.154	4.66	0.06	0.061	-57.3	5.16	0.78	5.47	0.854	0.073	0	26.6256	28.369	-99	27.315	FALSE
7723	53.16504818	-27.76351327	28.859	0.094	6.58	0.02	0.049	-60.7	5.16	4.73	5.5	0.946	0.366	0	26.6256	29.104	28.969	28.859	FALSE
3426	53.13256687	-27.79907873	28.252	0.435	9.25	0.01	0.413	-49.4	5.16	0.47	5.48	0.672	0.857	0	26.6256	28.905	-99	28.252	FALSE
5650	53.14346992	-27.79210227	29.247	0.162	9.08	0.05	0.238	-62.3	5.15	0.62	5.59	0.789	0.775	0	26.5225	29.583	29.959	29.247	FALSE
8791	53.15172381	-27.76984571	28.815	0.135	11.05	0	0.098	-81.2	5.15	4.4	5.53	0.896	0.943	0	26.5225	28.676	28.727	28.815	FALSE
4009	53.12244658	-27.79645234	28.455	0.625	9.27	0	0.35	29.8	5.15	4.64	5.49	0.932	1.054	0	26.5225	27.902	-99	28.455	FALSE
6835	53.17113171	-27.78459042	27.983	0.089	9.61	0.02	0.116	67.2	5.14	4.55	5.43	0.915	1.744	0	26.4196	27.747	28.069	27.983	FALSE
5111	53.15636058	-27.78956063	29.624	0.428	11.51	0	0.423	56.7	5.14	3.84	5.51	0.65	0.839	0	26.4196	29.256	29.164	29.624	FALSE
9675	53.15930901	-27.77714658	29.201	0.297	8.23	0	0.205	44.7	5.13	0.99	5.49	0.61	1.312	0	26.3169	28.938	29.242	29.201	FALSE
9126	53.1838139	-27.77178264	29.103	0.623	9.79	0	0.065	13.9	5.13	0.47	5.46	0.652	1.133	0	26.3169	99	-99	29.103	FALSE
1729	53.15451456	-27.80862466	27.921	0.456	12.81	0	0.116	-30.1	5.11	4.17	5.39	0.615	0.623	0	26.1121	28.238	-99	27.921	FALSE
9558	53.16419695	-27.77340405	28.199	0.058	9	0	0.105	-70.2	5.105	4.77	5.43	0.976	0.689	0	26.061025	28.453	28.363	28.199	FALSE
4602	53.18615607	-27.78706744	28.46	0.503	7.84	0.01	0.313	53.8	5.1	1.04	5.45	0.903	0.491	0	26.01	28.06	-99	28.46	FALSE
7577	53.18481913	-27.78101391	29.151	0.204	9.7	0	0.401	40.9	5.1	4.48	5.52	0.861	0.279	0	26.01	29.177	29.43	29.151	FALSE
4131	53.14491908	-27.79595129	28.998	0.212	6.6	0	0.12	-87	5.1	4.59	5.51	0.897	0.588	0	26.01	28.905	28.635	28.998	FALSE
3434	53.18460007	-27.79887535	27.672	0.329	19.72	0	0.375	88.3	5.09	4.65	5.37	0.949	0.207	0	25.9081	27.278	-99	27.672	FALSE
7573	53.15489443	-27.76247992	27.668	0.072	6.9	0.06	0.091	-66.7	5.086	4.79	5.37	0.988	1.543	0	25.867396	27.734	28.087	27.668	FALSE
7519	53.16717043	-27.76242556	26.447	0.066	22.56	0	0.545	-52.5	5.085	4.8	5.37	0.989	0.754	0	25.857225	26.851	-99	26.447	FALSE
7001	53.15800869	-27.75986761	30.267	0.562	6.46	0.71	0.032	48.5	5.08	0.45	5.43	0.432	2.239	0	25.8064	99	29.673	30.267	TRUE
4021	53.17483032	-27.79644894	29.095	0.638	5.25	0.17	0.108	37.2	5.08	0.5	5.47	0.67	0.417	0	25.8064	29.609	-99	29.095	FALSE
4473	53.15488899	-27.78647484	31.468	0.7	7.65	0.01	0.396	77.8	5.08	0.28	5.57	0.334	0.983	0	25.8064	30.678	30.032	31.468	FALSE
9094	53.16730121	-27.77174675	28.252	0.081	8.79	0	0.165	62.6	5.07	4.66	5.37	0.958	0.362	0	25.7049	28.171	28.278	28.252	FALSE
10507	53.15913305	-27.78780359	29.273	0.23	6.77	0.12	0.225	-24.4	5.06	4.5	5.4	0.897	0.113	0	25.6036	28.948	29.016	29.273	FALSE
6435	53.15850753	-27.7860419	28.604	0.139	6.28	0.04	0.092	-78.7	5.06	4.37	5.39	0.801	0.324	0	25.6036	28.611	28.777	28.604	FALSE
8004	53.18325487	-27.77886637	28.366	0.097	16.91	0	0.428	-39.5	5.059	4.7	5.42	0.958	0.651	0	25.593481	28.338	28.106	28.366	FALSE
5559	53.14101564	-27.79169257	28.228	0.066	15.37	0	0.234	52.4	5.052	4.72	5.39	0.971	0.493	0	25.522704	28.462	28.37	28.228	FALSE
7303	53.17032677	-27.78219756	30.779	0.688	7.72	0	0.114	-62.4	5.05	3.61	5.58	0.713	0.35	0	25.5025	30.049	30.497	30.779	FALSE
25100	53.15786073	-27.77999952	28.345	0.09	5.79	0.01	0.249	-22	5.047	4.73	5.36	0.981	1.724	0	25.472209	28.138	28.335	28.345	FALSE
1804	53.14378494	-27.80827907	28.416	0.476	4.86	0.16	0.175	0	5.045	4.65	5.43	0.937	1.465	0	25.452025	27.948	-99	28.416	FALSE
9991	53.18517624	-27.78036326	27.382	0.05	10.45	0.01	0.077	-53	5.045	4.72	5.36	0.979	0.776	0	25.452025	27.336	27.454	27.382	FALSE
9717	53.160885	-27.77847939	28.544	0.136	13.4	0	0.303	-29	5.042	4.63	5.44	0.933	0.573	0	25.421764	28.578	28.471	28.544	FALSE
7477	53.17857912	-27.78131498	27.022	0.035	7.23	0.02	0.206	26.1	5.041	4.76	5.31	0.993	0.879	0	25.411681	27.038	26.998	27.022	FALSE
5256	53.19085381	-27.79036446	26.349	0.08	6.39	0.02	0.206	63.2	5.038	4.76	5.31	0.992	1.395	0	25.381444	26.381	-99	26.349	FALSE
9392	53.16716974	-27.7745285	26.443	0.023	11.03	0.03	0.444	-66.7	5.029	4.76	5.29	0.995	0.693	0	25.290841	26.545	26.508	26.443	FALSE
7444	53.16376019	-27.76190233	28.18	0.106	14.82	0	0.266	-71.7	5.018	4.64	5.38	0.951	0.742	0	25.180324	28.084	28.115	28.18	FALSE
9169	53.17138307	-27.77235582	29.592	0.293	9.13	0.01	0.313	27.8	5.01	0.18	5.41	0.445	1.568	0	25.1001	29.169	29.624	29.592	FALSE
7562	53.18410039	-27.78100097	29.461	0.431	7.5	0	0.178	72.7	5.01	0.43	5.62	0.537	0.622	0	25.1001	29.414	29.137	29.461	FALSE
4950	53.16019422	-27.78883645	27.955	0.092	17.51	0	0.446	72.6	5.01	0.5	5.33	0.915	0.816	0	25.1001	28.063	27.858	27.955	FALSE
4609	53.13435318	-27.78713012	29.047	0.229	11.11	0	0.257	-50.5	5	0.31	5.47	0.611	0.685	0	25	29.183	29.083	29.047	FALSE
3184	53.19560908	-27.80035714	28.633	0.502	4.74	0.04	0.112	-83.9	4.991	4.59	5.37	0.937	0.186	0	24.910081	28.461	-99	28.633	FALSE
4958	53.13720898	-27.7888652	29.35	0.245	9.19	0	0.226	-30.7	4.99	4.12	5.42	0.72	0.343	0	24.9001	29.268	29.81	29.35	FALSE
8522	53.16533996	-27.76793456	27.574	0.078	22.51	0	0.131	42.4	4.99	0.23	5.28	0.484	0.279	0	24.9001	27.903	27.681	27.574	FALSE
24695	53.17349641	-27.77179548	27.487	0.045	11.97	0	0.421	-18.5	4.985	4.68	5.29	0.983	0.26	0	24.850225	27.733	27.614	27.487	FALSE
2099	53.17542481	-27.80637706	28.678	0.62	3.18	0.79	0.03	21.2	4.98	0.47	5.41	0.573	1.594	0	24.8004	99	-99	28.678	TRUE
2077	53.15756267	-27.80650333	29.78	0.648	5.97	0.78	0.038	-18.9	4.98	3.61	5.45	0.685	1.052	0	24.8004	99	99	29.78	TRUE
5758	53.18502933	-27.78978253	29.203	0.7	5.28	0.77	0.206	-59.5	4.98	0.54	5.43	0.655	0.527	0	24.8004	28.833	-99	29.203	TRUE
5366	53.19075678	-27.7903465	27.157	0.152	7.18	0.02	0.136	59.5	4.977	4.67	5.26	0.987	1.843	0	24.770529	27.015	-99	27.157	FALSE
9686	53.14611529	-27.77730592	29.878	0.339	5.96	0.09	0.122	36.3	4.97	4.44	5.41	0.856	0.8	0	24.7009	29.358	29.57	29.878	FALSE
7385	53.16335714	-27.78136463	29.43	0.361	8.18	0	0.438	46	4.97	4.04	5.39	0.706	0.461	0	24.7009	28.797	29.001	29.43	FALSE
23382	53.17212076	-27.79509035	26.586	0.021	5.38	0.02	0.217	41	4.963	4.7	5.22	0.995	0.36	0	24.631369	26.732	26.715	26.586	FALSE
2381	53.16635611	-27.80450221	28.414	0.153	11.22	0.05	0.472	-88	4.96	4.49	5.27	0.918	1.656	0	24.6016	27.964	28.329	28.414	FALSE
8562	53.18872918	-27.77705651	27.08	0.126	13.92	0.02	0.515	-56.7	4.96	4.63	5.27	0.976	0.641	0	24.6016	27.024	-99	27.08	FALSE
906	53.178355	-27.81625609	26.638	0.103	4.91	0.03	0.102	-83.9	4.957	4.67	5.23	0.991	1.335	0	24.571849	26.62	-99	26.638	FALSE
7624	53.13570056	-27.78356253	28.435	0.135	7.51	0	0.206	12	4.954	4.51	5.35	0.913	0.937	0	24.542116	28.449	28.696	28.435	FALSE
24313	53.15287284	-27.77469525	27.859	0.062	13.99	0	0.095	-11	4.95	4.38	5.32	0.899	0.536	0	24.5025	28.092	28.002	27.859	FALSE
9203	53.16338953	-27.77271115	28.461	0.101	6.63	0.03	0.187	-25.7	4.937	4.55	5.32	0.937	0.262	0	24.373969	28.535	28.62	28.461	FALSE
916	53.15704636	-27.81623186	28.337	0.45	7.33	0.01	0.108	88.2	4.93	4.55	5.22	0.961	0.668	0	24.3049	27.65	-99	28.337	FALSE
9733	53.17169112	-27.7776024	29.728	0.372	6.45	0	0.116	-3.7	4.93	4.02	5.48	0.74	1.417	0	24.3049	29.545	30.292	29.728	FALSE
3146	53.18578543	-27.8005976	28.269	0.39	7.65	0	0.241	-6.7	4.93	0.52	5.28	0.731	0.547	0	24.3049	28.233	-99	28.269	FALSE
7615	53.16736864	-27.76198655	26.633	0.155	24.58	0	0.375	-19	4.928	4.63	5.21	0.986	0.859	0	24.285184	26.663	-99	26.633	FALSE
